login,full_name,created_at,pushed_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
iotaledger,iotaledger/wasp,2020-05-11T07:54:21Z,2024-10-24T16:19:55Z,296,296,Go,true,false,apache-2.0
prisma,prisma/engines-wrapper,2020-10-16T09:21:20Z,2024-10-24T16:09:33Z,21,21,TypeScript,false,false,apache-2.0
yjs,yjs/yjs,2014-07-29T19:29:45Z,2024-10-24T16:07:55Z,16893,16893,JavaScript,true,false,other
deepset-ai,deepset-ai/oclc-custom-component,2024-10-08T08:08:15Z,2024-10-24T16:06:26Z,0,0,Python,true,true,
Expensify,Expensify/Bedrock,2016-09-11T01:55:45Z,2024-10-24T16:04:37Z,1116,1116,C,true,false,lgpl-3.0
jamesmunns,jamesmunns/postcard,2019-04-03T23:26:26Z,2024-10-24T15:46:34Z,893,893,Rust,true,true,apache-2.0
alexeygrigorev,alexeygrigorev/transcript-utils,2022-02-13T18:23:20Z,2024-10-24T15:28:44Z,1,1,Python,true,true,
zeenix,zeenix/gimoji,2023-05-21T13:33:58Z,2024-10-24T15:27:36Z,34,34,Rust,true,true,mit
cristianoliveira,cristianoliveira/dotfiles,2015-11-05T22:35:46Z,2024-10-24T15:20:43Z,11,11,Shell,true,true,
cpanato,cpanato/testing-ci-providers,2019-10-11T13:19:07Z,2024-10-24T15:19:37Z,3,3,Shell,true,false,
alexeygrigorev,alexeygrigorev/podcast-transcriber,2024-07-12T09:21:18Z,2024-10-24T15:19:00Z,0,0,Python,true,true,
PurpleBooth,PurpleBooth/mit-commit,2020-06-28T09:27:06Z,2024-10-24T15:15:18Z,2,2,Rust,true,true,cc0-1.0
alexeygrigorev,alexeygrigorev/datasets,2014-08-16T20:12:57Z,2024-10-24T15:09:03Z,9,9,,true,true,
deliveryhero,deliveryhero/gcp-config-connector-tagging-operator,2024-08-09T14:44:40Z,2024-10-24T15:02:57Z,0,0,Go,false,false,apache-2.0
tiangolo,tiangolo/wrangler-action,2024-10-24T12:22:03Z,2024-10-24T15:02:42Z,3,3,,true,true,apache-2.0
cpanato,cpanato/apko,2022-02-20T15:33:26Z,2024-10-24T15:00:47Z,0,0,Go,true,true,apache-2.0
xyflow,xyflow/web,2023-06-15T10:27:50Z,2024-10-24T14:50:58Z,49,49,MDX,true,false,mit
adbar,adbar/trafilatura,2019-04-08T11:38:48Z,2024-10-24T14:43:32Z,3580,3580,Python,false,false,apache-2.0
cpanato,cpanato/digestabot,2024-05-23T15:02:21Z,2024-10-24T14:41:57Z,0,0,Makefile,true,true,apache-2.0
bkchr,bkchr/impl-trait-for-tuples,2019-09-11T07:49:40Z,2024-10-24T14:36:14Z,23,23,Rust,true,true,
mxschmitt,mxschmitt/playwright-vscode,2022-10-13T07:44:54Z,2024-10-24T14:27:30Z,1,1,TypeScript,true,true,apache-2.0
tcurdt,tcurdt/release-rust,2020-08-13T15:59:04Z,2024-10-24T14:15:09Z,2,2,Dockerfile,true,true,
tcurdt,tcurdt/action-verify-version-maven,2021-02-09T22:04:00Z,2024-10-24T14:14:53Z,3,3,JavaScript,true,true,
tcurdt,tcurdt/action-verify-version-cargo,2020-09-22T00:02:31Z,2024-10-24T14:14:39Z,2,2,JavaScript,true,true,
SuperQ,SuperQ/kube-prometheus,2024-10-07T14:30:14Z,2024-10-24T13:54:10Z,0,0,,true,true,apache-2.0
fractaledmind,fractaledmind/litestream-ruby,2023-12-11T10:51:34Z,2024-10-24T13:23:17Z,123,123,Ruby,true,true,mit
thyrlian,thyrlian/GeekGadgets,2020-07-11T22:00:46Z,2024-10-24T13:20:27Z,2,2,,true,true,
ndom91,ndom91/briefkasten,2022-05-04T18:24:07Z,2024-10-24T13:14:11Z,904,904,JavaScript,false,false,mit
vitormalencar,vitormalencar/thanks,2024-10-23T18:45:49Z,2024-10-24T13:07:42Z,0,0,TypeScript,true,true,
camunda,camunda/linting,2022-05-24T13:22:54Z,2024-10-24T13:05:20Z,2,2,JavaScript,false,false,mit
objectbox,objectbox/objectbox-swift-spm,2024-10-24T13:04:40Z,2024-10-24T13:04:40Z,0,0,,true,true,
eps1lon,eps1lon/redirect-issue,2024-10-25T17:01:55Z,2024-10-24T13:04:01Z,0,0,,true,true,
neobrain,neobrain/FEX,2021-08-11T14:31:23Z,2024-10-24T12:51:58Z,1,1,,true,true,mit
deliveryhero,deliveryhero/terraform-aws-service-quota-alarms,2023-08-02T15:33:08Z,2024-10-24T12:36:57Z,4,4,HCL,false,false,mit
PavelLaptev,PavelLaptev/test-repo,2024-05-07T12:12:36Z,2024-10-24T12:14:47Z,0,0,,true,true,
mzaks,mzaks/mojo,2024-03-31T07:46:51Z,2024-10-24T12:10:25Z,0,0,,true,false,other
brauner,brauner/linux,2019-06-25T12:00:55Z,2024-10-24T12:09:16Z,3,3,C,true,true,other
chrisguttandin,chrisguttandin/stylelint-config-holy-grail,2017-07-16T14:33:34Z,2024-10-24T12:08:22Z,0,0,JavaScript,true,false,mit
juanitorduz,juanitorduz/juanitorduz.github.io,2018-12-02T14:11:38Z,2024-10-24T11:34:45Z,16,16,HTML,true,true,
mxschmitt,mxschmitt/playwright-python,2020-07-07T06:50:45Z,2024-10-24T11:22:57Z,5,5,Python,true,true,apache-2.0
lewagon,lewagon/rake-runner,2019-01-27T22:39:18Z,2024-10-24T11:12:14Z,0,0,Dockerfile,false,false,
mr-c,mr-c/scikit-bio,2020-06-20T14:00:23Z,2024-10-24T11:06:54Z,0,0,Python,true,true,bsd-3-clause
chrisguttandin,chrisguttandin/tslint-config-holy-grail,2016-08-31T16:23:24Z,2024-10-24T10:50:31Z,0,0,JavaScript,true,false,mit
chrisguttandin,chrisguttandin/tsconfig-holy-grail,2017-03-02T18:47:16Z,2024-10-24T10:49:38Z,1,1,JavaScript,true,false,mit
chrisguttandin,chrisguttandin/eslint-config-holy-grail,2016-06-10T21:09:46Z,2024-10-24T10:49:02Z,0,0,JavaScript,true,false,mit
kashif,kashif/chronos-forecasting,2024-03-14T18:25:39Z,2024-10-24T10:45:42Z,1,1,Python,true,true,apache-2.0
prisma,prisma/pulse-railway-pg-config,2023-07-11T22:33:25Z,2024-10-24T10:33:02Z,3,3,TypeScript,false,false,mit
janmonschke,janmonschke/kibana,2022-03-22T08:45:41Z,2024-10-24T10:26:49Z,0,0,TypeScript,true,false,other
cjolowicz,cjolowicz/dotfiles,2013-11-18T23:03:30Z,2024-10-24T10:00:10Z,0,0,Emacs Lisp,true,true,
tsterbak,tsterbak/product-review-research,2024-08-29T07:11:13Z,2024-10-24T09:56:31Z,4,4,HTML,true,true,mit
jenskutilek,jenskutilek/vfbLib,2022-10-21T15:31:23Z,2024-10-24T09:55:41Z,0,0,Python,false,false,gpl-3.0
marcobiedermann,marcobiedermann/codewars,2019-12-28T09:42:18Z,2024-10-24T09:41:04Z,2,2,TypeScript,false,false,mit
camunda,camunda/bpmnlint-plugin-camunda-compat,2021-12-07T08:27:05Z,2024-10-24T09:40:22Z,0,0,JavaScript,false,false,mit
cpanato,cpanato/downloadkubernetes,2020-09-02T13:38:57Z,2024-10-24T09:28:06Z,0,0,Go,true,true,apache-2.0
marcobiedermann,marcobiedermann/html-style-guide,2017-05-03T09:38:26Z,2024-10-24T09:23:58Z,38,38,TypeScript,false,false,
bkchr,bkchr/frequency,2024-10-24T09:02:22Z,2024-10-24T09:22:34Z,0,0,,true,true,apache-2.0
xyflow,xyflow/xyflow,2019-07-15T14:47:30Z,2024-10-24T09:20:36Z,25512,25512,TypeScript,true,false,mit
asus4,asus4/onnxruntime-unity,2024-01-03T12:08:25Z,2024-10-24T09:13:53Z,53,53,C#,true,true,
cs-MohamedAyman,cs-MohamedAyman/Research-Papers,2023-12-12T03:24:37Z,2024-10-24T09:10:14Z,2,2,,true,true,apache-2.0
opf,opf/openproject-octicons,2023-07-04T09:43:03Z,2024-10-24T09:05:45Z,0,0,JavaScript,false,false,mit
Kovah,Kovah/CorporateLorem,2015-11-19T08:10:39Z,2024-10-24T09:01:05Z,15,15,Go,true,false,mit
cs-MohamedAyman,cs-MohamedAyman/Graduation-Project-Steps,2023-03-25T07:40:53Z,2024-10-24T09:01:03Z,4,4,,true,true,apache-2.0
cs-MohamedAyman,cs-MohamedAyman/Educational-Projects,2021-04-14T09:08:35Z,2024-10-24T08:59:53Z,17,17,,true,false,apache-2.0
cs-MohamedAyman,cs-MohamedAyman/Problem-Solving-Training,2020-01-25T21:39:00Z,2024-10-24T08:56:40Z,1165,1165,,true,true,apache-2.0
cs-MohamedAyman,cs-MohamedAyman/Software-Engineering-Trainings,2023-04-30T07:07:06Z,2024-10-24T08:54:05Z,0,0,,true,true,apache-2.0
cs-MohamedAyman,cs-MohamedAyman/Data-Science-Trainings,2023-04-30T07:09:00Z,2024-10-24T08:52:39Z,4,4,,true,true,apache-2.0
adzialocha,adzialocha/dotfiles,2018-06-15T16:00:08Z,2024-10-24T08:52:35Z,1,1,Shell,false,false,
mr-c,mr-c/hisat2,2020-06-20T15:27:11Z,2024-10-24T08:52:12Z,1,1,C++,true,true,gpl-3.0
cs-MohamedAyman,cs-MohamedAyman/Artificial-Intelligence-Trainings,2023-04-30T07:07:22Z,2024-10-24T08:51:48Z,1,1,,true,true,apache-2.0
cs-MohamedAyman,cs-MohamedAyman/Computer-Science-Trainings,2023-04-30T07:06:39Z,2024-10-24T08:51:08Z,3,3,,true,true,apache-2.0
esc,esc/numba-talk,2019-09-03T15:07:51Z,2024-10-24T08:41:59Z,3,3,TeX,true,true,
slint-ui,slint-ui/femtovg,2021-07-26T12:39:22Z,2024-10-24T08:29:53Z,2,2,Rust,false,false,other
janlelis,janlelis/unicode-emoji,2017-04-08T11:54:20Z,2024-10-24T08:28:25Z,147,147,Ruby,true,true,mit
deliveryhero,deliveryhero/helm-charts,2020-06-24T20:18:36Z,2024-10-24T08:08:54Z,483,483,Mustache,false,false,apache-2.0
devonestes,devonestes/assertions,2018-11-30T08:32:55Z,2024-10-24T07:58:36Z,142,142,Elixir,true,true,mit
aqrln,aqrln/dotfiles,2017-01-04T02:19:37Z,2024-10-24T07:53:18Z,4,4,Nix,true,true,mit
hamoid,hamoid/awesome-creative-coding,2024-10-24T06:50:07Z,2024-10-24T07:31:01Z,0,0,,true,true,
cjolowicz,cjolowicz/scripts,2013-11-19T23:27:08Z,2024-10-24T07:20:01Z,5,5,Shell,true,true,
marcobiedermann,marcobiedermann/advent-of-code,2019-12-13T17:40:30Z,2024-10-24T07:16:38Z,1,1,TypeScript,false,false,mit
